time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.0,-1.0687974635880657,-1.7141903503528297,-1.9547259779903259,-1.0535135669563127,1.6048567079752747,0.501259854180198,0.1877079844581294,-0.6956460053422651,0.38181499982980255,-0.0002839515222274344,0.9998423524988354,0.012589831464642837,0.012517414462249146
0.1,-1.0712974635880659,-1.7149842797212185,-1.9533821833991738,-1.0540952067462026,1.604785388325005,0.49876053826330596,0.1862655092409708,-0.6966751594114677,0.38201286812451973,-0.00028351875051078727,0.9998428793745896,0.01255538546645977,0.012509935125193768
0.2,-1.0787974635880657,-1.7173660678263847,-1.9493507996257167,-1.0558401261158725,1.6045714293741953,0.49126259051262966,0.18191367645115464,-0.6997442739476857,0.3826047052509173,-0.0002822272280030722,0.9998444508549537,0.012452744940654152,0.012486936605549424
0.30000000000000004,-1.0912974635880657,-1.7213357146683281,-1.9426318266699552,-1.0587483250653225,1.6042148311228466,0.47876601092816906,0.17457966174498704,-0.7047974385158151,0.3835852056832876,-0.0002800973327669811,0.9998470394992462,0.012284017240293453,0.01244676948115294
0.4,-1.1087974635880657,-1.7268932202470493,-1.933225264531889,-1.0628198035945524,1.603715593570958,0.46127079950992433,0.16414345599183872,-0.7117385899119689,0.3849455195509168,-0.0002771630286954059,0.9998505995730556,0.012052762804813596,0.01238679227352848
0.5,-1.1312974635880657,-1.7340385845625477,-1.9211311132115183,-1.0680545617035622,1.6030737167185296,0.4387769562578953,0.15044005615782738,-0.7204272388076339,0.3866732422771789,-0.0002734718661838426,0.9998550670483339,0.011764061676647829,0.012303534605074804
0.6000000000000001,-1.158797463588066,-1.7427718076148238,-1.906349372708843,-1.0744525993923517,1.6022892005655618,0.41128448117208194,0.13326281802388218,-0.7306725866078467,0.38875240133579797,-0.00026908498305052185,0.9998603596035515,0.011424595020515132,0.012192928907596809
0.7000000000000001,-1.191297463588066,-1.7530928894038773,-1.888880043023863,-1.0820139166609217,1.6013620451120545,0.37879337425248455,0.11236825099687438,-0.7422261525811072,0.391163441384996,-0.0002640771056864608,0.9998663766239329,0.011042729869079634,0.012050613148232407
0.8,-1.2287974635880659,-1.7650018299297079,-1.8687231241565787,-1.0907385135092713,1.6002922503580077,0.34130363549910314,0.0874826062238629,-0.7547730945793004,0.393883209398843,-0.000258536550405505,0.9998729992017983,0.010628591770795743,0.011872306558657578
0.9,-1.2712974635261758,-1.7784986291726617,-1.8458786161402567,-1.1006263899230018,1.5990798163051867,0.2988152649738107,0.058310670488354026,-0.767922490897951,0.39688494176742994,-0.00025256522497536034,0.9998800901370377,0.010194106441703028,0.011654258973089143
1.0,-1.318797463251169,-1.7935832870847128,-1.8203465190561843,-1.1116775458669292,1.5977247429579058,0.2513282628277922,0.024547224465705907,-0.7811969596762027,0.4001382557025626,-0.0002462786302724008,0.9998874939377753,0.00975298803735037,0.011393771895863455
1.1,-1.371297462976162,-1.8102558037335417,-1.7921268327898072,-1.123891981390637,1.5962270303100854,0.1988426288479897,-0.01410835224722506,-0.7940221280933318,0.4036091476550519,-0.0002398058619654963,0.999895036821328,0.00932064845815979,0.011089785640083807
1.2,-1.428797462701155,-1.8285161791191478,-1.7612195573411256,-1.1372696964941245,1.5945866783617255,0.1413583630344031,-0.05793385241307121,-0.8057166267267551,0.4072600016585525,-0.00023328961238008262,0.9999025267152789,0.008913999478322974,0.01074352165997004
1.3,-1.4912974598355264,-1.8483644124188232,-1.7276246941026447,-1.1518106905746683,1.5928036871867308,0.07887546797694497,-0.10716196094371107,-0.8154834749613019,0.41104961092153636,-0.0002268861724852263,0.9999097532587367,0.008551117762288,0.010359162404975735
1.4,-1.5587974551450896,-1.8698005038757683,-1.691342242662726,-1.1675149638104398,1.5908780567632543,0.011393942910011425,-0.16195360754289542,-0.8224039360876283,0.4149332169401871,-0.000220765432923704,0.9999164878049955,0.008250742476085465,0.009944542570627482
1.5,-1.631297450454653,-1.892824454069491,-1.6523722020405027,-1.1843825166259914,1.5888097870392381,-0.0610862139907066,-0.22236678734485563,-0.8254351395500146,0.4188625690322644,-0.0002151108859214417,0.999922483423471,0.008031577041064199,0.009511815903314668
1.6,-1.708797445051847,-1.9174362627737627,-1.6107145726188858,-1.2024133488555857,1.5865988780350049,-0.13856500201303446,-0.2883209556706895,-0.8234129962956535,0.42278600904392893,-0.00021011962690768802,0.9999274749023065,0.007911370649525138,0.009078050434178515
1.7000000000000002,-1.791147534138295,-1.9435883244598262,-1.566449930900775,-1.2215725842610508,1.584249606213672,-0.2208925573775311,-0.35942741099101105,-0.8150832201085598,0.42664186096409,-0.0002060087179055498,0.9999311735275943,0.007905664068600344,0.008666385854004836
1.8,-1.8749233382340282,-1.9701931529526193,-1.5214189419354627,-1.241063520697893,1.5818596617940004,-0.30464543762829144,-0.43222974392879976,-0.7998840971406495,0.43023413056204335,-0.0002030876853395383,0.9999332390973769,0.008018936935291428,0.008317015934098322
1.9,-1.9586991423297617,-1.9967979814454127,-1.4763879529701502,-1.2605544571347358,1.579469717374329,-0.388398317879052,-0.5048356753906391,-0.7777689472929605,0.433494219825582,-0.00020143856984657037,0.9999335930640453,0.00824002415177529,0.008054246489209101
2.0,-2.0424749464254948,-2.0234028099382058,-1.4313569640048383,-1.2800453935715783,1.5770797729546577,-0.4721511981298124,-0.5765570186685018,-0.7486719565168202,0.43642338627025046,-0.00020106141394280673,0.9999322354832191,0.008554671776697725,0.007893136678966389
2.1,-2.1260309382570313,-2.049937832266168,-1.3864441280522044,-1.2994851893847557,1.574696099308509,-0.5556843262643185,-0.6465121333021157,-0.7127017700727089,0.43901675369453236,-0.0002019522434930457,0.9999291767071027,0.008945792631765457,0.007846883415508033
2.2,-2.2058241356801522,-2.0752778973989097,-1.3435538612090294,-1.318049548818289,1.5724197701348586,-0.6354556896160468,-0.7112021261710663,-0.6719424278444691,0.44118906787023027,-0.00020398412868323441,0.9999246664970365,0.009375416804115078,0.007919676825138968
2.3,-2.2806173331032724,-2.0990301037948735,-1.3033511835481597,-1.3354506286720422,1.5702860802617478,-0.7102284211339895,-0.769414252648554,-0.6281662925293537,0.4429569300048285,-0.00020693648002460553,0.9999190292691864,0.009813300031462413,0.008098840975945324
2.4,-2.3504105305263905,-2.12119445145406,-1.2658360950695953,-1.351688428946015,1.5682950296891764,-0.7800025208181466,-0.8211738592888509,-0.5825915741146083,0.4443738528137365,-0.00021060597370114821,0.9999125386333885,0.010239979950777196,0.008367409363955983
2.5,-2.4152037279495002,-2.141770940376466,-1.2310085957733403,-1.3667629496402058,1.5664466184171453,-0.8447779886685106,-0.8666608185158388,-0.5363415838310579,0.4454894015883909,-0.0002148028708420797,0.9999054498947135,0.010641141499302117,0.008706964922924111
2.6,-2.4749969253726096,-2.1607595705620946,-1.19886868565939,-1.3806741907546167,1.5647408464456536,-0.9045548246850905,-0.9061756190675693,-0.49043146980729196,0.44634921646641124,-0.0002193510200130896,0.9998980000553214,0.011007073113007195,0.009098665395732206
2.7,-2.5297901227957196,-2.178160342010946,-1.169416364727744,-1.393422152289248,1.5631777137747016,-0.9593330288678865,-0.9401070451991985,-0.44576178461045896,0.4469950531372891,-0.00022408785918643672,0.9998904078165334,0.011332025859203428,0.009524039638945072
2.8,-2.579583320218829,-2.1939732547230193,-1.1426516329784029,-1.405006834244099,1.5617572204042893,-1.0091126012168978,-0.9689023576542839,-0.4031176053322381,0.4474648372776053,-0.00022886441727577633,0.9998828735810474,0.011613527992776424,0.009965576147256768
2.9,-2.6243765176419394,-2.2081983086983157,-1.118574490411366,-1.4154282366191702,1.5604793663344165,-1.0538935417321256,-0.9930405381484187,-0.3631719437738646,0.44779272845052964,-0.00023354531529589257,0.9998755794552197,0.011851695847067224,0.01040713078725346
3.0,-2.6641697150650496,-2.2208355039368346,-1.0971849370266336,-1.4246863594144612,1.559344151565083,-1.0936758504135693,-1.0130088705834546,-0.3264922602562056,0.4480091896352454,-0.000238008767216878,0.9998686892513505,0.012048571467963289,0.010834183503815608
3.1,-2.698962912488162,-2.2318848404385774,-1.0784829728242045,-1.432781202629973,1.5583515760962894,-1.128459527261231,-1.029282907263687,-0.2935490083551579,0.4481410589699376,-0.00024214658056899655,0.9998623484899102,0.012207508309007247,0.011233974281636036
3.2,-2.7287561099112745,-2.241346318203542,-1.06246859780408,-1.4397127662657052,1.5575016399280353,-1.1582445722751087,-1.0423097037822326,-0.2647252720450503,0.44821162069526266,-0.0002458641568476667,0.999856684401653,0.012332618781915522,0.011595547513149312
3.3,-2.753549307334387,-2.2492199372317296,-1.04914181196626,-1.445481050321657,1.5567943430603206,-1.183030985455202,-1.0524940961692768,-0.2403266978990909,0.44824067267270895,-0.0002490804917701738,0.9998518059295703,0.012428291521019742,0.011909731657520102
3.4,-2.773342504757499,-2.2555056975231396,-1.038502615310745,-1.450086054797829,1.5562296854931457,-1.2028187668015107,-1.0601877311436956,-0.2205910634775585,0.44824458822394053,-0.0002517281754185197,0.9998478037306407,0.012498781795582467,0.012169078090228127
3.5,-2.788135702180611,-2.260203599077772,-1.0305510078375346,-1.453527779694221,1.5558076672265102,-1.2176079163140354,-1.0656805372048337,-0.2056969525186662,0.4482363703934593,-0.0002537533923070061,0.9998447501773415,0.012547875450567554,0.012367779659350724
3.6,-2.7979288996037233,-2.2633136418956266,-1.0252869895466288,-1.455806225010833,1.5555282882604144,-1.2273984339927757,-1.0691943333073686,-0.19577112458475618,0.44822569707909554,-0.0002551159214015627,0.9998426993588899,0.012578624895624764,0.012501585912602467
3.7,-2.802722097026835,-2.2648358259767045,-1.0227105604380275,-1.456921390747665,1.5553915485948582,-1.2321903198377318,-1.0708783059771367,-0.19089427030407133,0.44821895580437143,-0.00025578913611571817,0.9998416870821923,0.012593154795450555,0.01256772838865936
3.745863948,-2.803247972468972,-2.265002829159755,-1.0224278930081223,-1.457043738780334,1.5553765464938107,-1.2327160513828657,-1.0710616208666146,-0.19035847450568236,0.44821815554125094,-0.0002558632499396523,0.9998415756815054,0.012594727861288815,0.012575011046588293
